event number,video,camera,year,month,day,hour,actor,receiver,behavior,h.start,min.start,sec.start,duration,observer,which body part most SOCIALLY groomed?,which body part is groomed in the next SELF-grooming event,SELF-grooming is licking or scratching?,"Is the self-groomer the same bat as the social groomer? (yes,no,unsure(u))",comments
11282,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,cnone,g,21,8,8,12,,,,,,
11283,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,cnone,m,21,8,21,27,,,,,,
11284,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,cnone,bd,g,21,8,51,12,,,,,,
11285,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,cnone,g,21,8,51,7,,,,,,
11286,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bscs,bd,g,21,9,10,76,,,,,,
11287,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,bscs,g,21,9,10,60,,,,,,
11288,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bes,cnone,g,21,9,11,79,,,,,,
11289,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,cnone,bes,g,21,9,11,79,,,,,,
11290,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bscs,bes,g,21,10,31,7,,,,,,
11291,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bes,bscs,g,21,10,31,5,,,,,,
11292,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bscs,bd,g,21,10,42,53,,,,,,
11293,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,bscs,g,21,10,54,11,,,,,,
11294,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bes,cnone,g,21,10,54,36,,,,,,
11295,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,cnone,bes,g,21,10,54,44,,,,,,
11296,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,bscs,g,21,11,12,23,,,,,,
11297,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bes,cnone,g,21,11,49,48,,,,,,
11298,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,cnone,bes,g,21,11,49,48,,,,,,
11299,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,ax,bd,g,21,11,51,6,,,,,,
11300,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bd,ax,g,21,11,51,6,,,,,,
11301,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,adld,bscs,g,21,11,56,9,,,,,,
11302,CH02_2019-08-31_21_04_53__21_13_15,2,2019,8,31,2100,bscs,adld,g,21,11,56,9,,,,,,
11303,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,bd,cnone,g,21,15,25,8,,,,,,
11304,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,cnone,bd,g,21,15,25,8,,,,,,
11305,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,bd,cnone,g,21,16,25,31,,,,,,
11306,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,cnone,bd,g,21,16,25,31,,,,,,
11307,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,bd,cnone,m,21,16,57,20,,,,,,
11308,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,bd,cnone,g,21,17,34,24,,,,,,
11309,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,cnone,bd,g,21,17,34,28,,,,,,
11310,CH02_2019-08-31_21_13_15__21_21_37,2,2019,8,31,2100,cnone,bd,g,21,18,17,8,,,,,,
11311,CH02_2019-08-31_21_21_37__21_29_59,2,2019,8,31,2100,bs,cldw,g,21,29,5,14,,,,,,
11312,CH02_2019-08-31_21_21_37__21_29_59,2,2019,8,31,2100,cldw,bs,g,21,29,8,10,,,,,,
11313,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,ax,bs,g,21,33,51,22,,,,,,
11314,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,bs,ax,g,21,33,51,22,,,,,,
11315,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,ax,bs,g,21,34,21,21,,,,,,
11316,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,bs,ax,g,21,34,21,21,,,,,,
11317,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,adldd,ad,g,21,34,32,38,,,,,,
11318,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,ad,adldd,g,21,34,32,44,,,,,,
11319,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,ax,bs,g,21,34,54,9,,,,,,
11320,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,ad,adldd,m,21,35,42,33,,,,,,
11321,CH02_2019-08-31_21_29_59__21_38_22,2,2019,8,31,2100,ad,adldd,m,21,36,24,18,,,,,,
11322,CH02_2019-08-31_21_38_22__21_46_44,2,2019,8,31,2100,ax,cnone,g,21,38,53,110,,,,,,
11323,CH02_2019-08-31_21_38_22__21_46_44,2,2019,8,31,2100,cnone,ax,g,21,38,53,41,,,,,,
11324,CH02_2019-08-31_21_38_22__21_46_44,2,2019,8,31,2100,cnone,ax,g,21,39,43,108,,,,,,
11325,CH02_2019-08-31_21_38_22__21_46_44,2,2019,8,31,2100,ax,cnone,g,21,41,3,28,,,,,,
11326,CH02_2019-08-31_21_38_22__21_46_44,2,2019,8,31,2100,ax,bdlx,g,21,43,13,19,,,,,,
11327,CH02_2019-08-31_21_38_22__21_46_44,2,2019,8,31,2100,bdlx,ax,g,21,43,13,19,,,,,,
11328,CH02_2019-08-31_21_46_44__21_55_06,2,2019,8,31,2100,bd,uri,g,21,47,24,25,,,,,,
11329,CH02_2019-08-31_21_46_44__21_55_06,2,2019,8,31,2100,bd,uri,g,21,49,21,19,,,,,,
11330,CH02_2019-08-31_21_46_44__21_55_06,2,2019,8,31,2100,ax,bd,g,21,51,0,15,,,,,,
11331,CH02_2019-08-31_21_46_44__21_55_06,2,2019,8,31,2100,bd,ax,g,21,51,0,9,,,,,,
11332,CH02_2019-09-01_03_53_42__04_02_04,2,2019,9,1,400,bxx,cldw,g,4,0,18,31,,,,,,
11333,CH02_2019-09-01_03_53_42__04_02_04,2,2019,9,1,400,cldw,bxx,g,4,0,18,31,,,,,,
11334,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,bscs,clw,g,4,13,24,18,,,,,,
11335,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,clw,bscs,g,4,13,24,18,,,,,,
11336,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,bdlx,bs,g,4,13,11,218,,,,,,
11337,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,bs,bdlx,g,4,13,11,216,,,,,,
11338,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,bd,uri,g,4,16,37,288,,,,,,
11339,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,adld,bscs,g,4,18,11,12,,,,,,
11340,CH02_2019-09-01_04_10_27__04_18_49,2,2019,9,1,400,bscs,adld,g,4,18,11,12,,,,,,
11341,CH02_2019-09-01_04_18_49__04_27_11,2,2019,9,1,400,bxdlx,bd,g,4,20,59,42,,,,,,
11342,CH02_2019-09-01_04_18_49__04_27_11,2,2019,9,1,400,bd,bxdlx,g,4,21,27,14,,,,,,
11343,CH02_2019-09-01_04_27_11__04_35_33,2,2019,9,1,400,bs,bd,g,4,34,11,14,,,,,,
11344,CH02_2019-09-01_04_27_11__04_35_33,2,2019,9,1,400,bs,bd,g,4,34,32,30,,,,,,
11345,CH02_2019-09-01_04_27_11__04_35_33,2,2019,9,1,400,bd,bs,g,4,34,33,7,,,,,,
11346,CH02_2019-09-01_04_27_11__04_35_33,2,2019,9,1,400,bs,bd,g,4,35,8,89,,,,,,
11347,CH02_2019-09-01_04_27_11__04_35_33,2,2019,9,1,400,bd,bs,g,4,35,8,20,,,,,,
11348,CH02_2019-09-01_04_35_33__04_43_56,2,2019,9,1,400,bd,bs,g,4,35,40,53,,,,,,
11349,CH02_2019-09-01_04_35_33__04_43_56,2,2019,9,1,400,cww,cnone,g,4,38,34,59,,,,,,
11350,CH02_2019-09-01_04_35_33__04_43_56,2,2019,9,1,400,cnone,cww,g,4,38,34,59,,,,,,
11351,CH02_2019-09-01_04_43_56__04_52_18,2,2019,9,1,400,bdlx,bd,g,4,47,8,90,,,,,,
11352,CH02_2019-09-01_04_43_56__04_52_18,2,2019,9,1,400,bd,bdlx,g,4,47,8,90,,,,,,
11353,CH02_2019-09-01_04_43_56__04_52_18,2,2019,9,1,400,bd,bes,g,4,49,30,37,,,,,,
11354,CH02_2019-09-01_04_43_56__04_52_18,2,2019,9,1,400,bes,bd,g,4,49,30,37,,,,,,
11355,CH02_2019-09-01_04_43_56__04_52_18,2,2019,9,1,400,bes,bdlx,g,4,50,31,49,,,,,,
11356,CH02_2019-09-01_04_43_56__04_52_18,2,2019,9,1,400,bdlx,bes,g,4,50,31,44,,,,,,
11357,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bdlx,bes,g,4,52,52,10,,,,,,
11358,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bes,bdlx,g,4,52,52,10,,,,,,
11359,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bd,ax,g,4,53,7,36,,,,,,
11360,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,ax,bd,g,4,53,7,36,,,,,,
11361,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,ax,bdlx,g,4,53,46,13,,,,,,
11362,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bdlx,ax,g,4,53,49,10,,,,,,
11363,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,ax,bs,g,4,54,2,51,,,,,,
11364,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bs,ax,g,4,54,2,51,,,,,,
11365,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,adld,bs,g,4,55,53,59,,,,,,
11366,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bs,adld,g,4,56,7,47,,,,,,
11367,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,adld,bes,g,4,57,26,62,,,,,,
11368,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,adld,bes,g,4,58,34,36,,,,,,
11369,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bes,adld,g,4,58,43,7,,,,,,
11370,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,bes,adld,g,4,58,58,12,,,,,,
11371,CH02_2019-09-01_04_52_18__05_00_40,2,2019,9,1,400,ax,pup,g,4,59,37,414,,,,,,
11372,CH02_2019-09-01_05_09_03__05_17_25,2,2019,9,1,500,clw,bes,g,5,16,19,29,,,,,,
11373,CH02_2019-09-01_05_09_03__05_17_25,2,2019,9,1,500,bes,clw,g,5,16,19,29,,,,,,
11374,CH02_2019-09-01_05_17_25__05_25_47,2,2019,9,1,500,bd,bdlx,g,5,23,47,27,,,,,,
11375,CH02_2019-09-01_05_17_25__05_25_47,2,2019,9,1,500,bdlx,bd,g,5,23,47,27,,,,,,
11376,CH02_2019-09-01_05_17_25__05_25_47,2,2019,9,1,500,bdlx,bes,g,5,24,31,21,,,,,,
11377,CH02_2019-09-01_05_17_25__05_25_47,2,2019,9,1,500,bes,bdlx,g,5,24,31,77,,,,,,
11378,CH02_2019-09-01_05_17_25__05_25_47,2,2019,9,1,500,bdlx,bes,g,5,24,57,65,,,,,,
11379,CH02_2019-09-01_05_17_25__05_25_47,2,2019,9,1,500,bd,uri,g,5,25,40,59,,,,,,
11380,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,clw,bdlx,g,5,35,0,268,,,,,,
11381,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,bdlx,clw,g,5,35,0,55,,,,,,
11382,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,bdlx,clw,g,5,36,9,168,,,,,,
11383,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,bes,cdw,g,5,40,33,9,,,,,,
11384,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,cdw,bes,g,5,40,33,9,,,,,,
11385,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,bscs,uri,g,5,41,8,22,,,,,,
11386,CH02_2019-09-01_05_34_09__05_42_32,2,2019,9,1,500,bs,uri,g,5,41,34,13,,,,,,
11387,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bs,ax,g,5,43,58,44,,,,,,
11388,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,ax,bs,g,5,43,58,44,,,,,,
11389,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,ax,cdw,g,5,44,47,8,,,,,,
11390,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,cdw,ax,g,5,44,47,8,,,,,,
11391,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bes,bey,g,5,45,48,7,,,,,,
11392,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bey,bes,g,5,45,48,7,,,,,,
11393,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bscs,cdw,g,5,46,13,9,,,,,,
11394,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,cdw,bscs,g,5,46,13,9,,,,,,
11395,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,ax,bdlx,g,5,46,16,32,,,,,,
11396,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bdlx,ax,g,5,46,16,29,,,,,,
11397,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bes,bd,g,5,46,18,38,,,,,,
11398,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,ax,bdlx,g,5,46,53,6,,,,,,
11399,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bdlx,ax,g,5,46,53,6,,,,,,
11400,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,ax,bdlx,g,5,47,9,15,,,,,,
11401,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bdlx,ax,g,5,47,9,15,,,,,,
11402,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bes,bscs,g,5,49,5,27,,,,,,
11403,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bscs,bes,g,5,49,5,27,,,,,,
11404,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bes,ax,g,5,49,33,282,,,,,,
11405,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,ax,bes,g,5,49,33,262,,,,,,
11406,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bes,bscs,g,5,54,19,7,,,,,,
11407,CH02_2019-09-01_05_42_32__05_50_54,2,2019,9,1,500,bes,bscs,g,5,54,30,15,,,,,,
11408,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,addldd,cdw,g,19,51,36,24,,,,,,
11409,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,cdw,addldd,g,19,51,36,24,,,,,,
11410,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,addldd,bes,g,19,55,40,159,,,,,,
11411,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,bes,addldd,g,19,55,40,156,,,,,,
11412,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,bscs,bes,g,19,58,27,43,,,,,,
11413,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,bes,bscs,g,19,58,34,36,,,,,,
11414,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,bscs,cdw,g,19,59,14,6,,,,,,
11415,CH01_2019-09-02_19_49_27__19_57_49,1,2019,9,2,1900,cdw,bscs,g,19,59,14,6,,,,,,
11416,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,ax,addldd,g,5,0,25,23,,,,,,
11417,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,addldd,ax,g,5,0,25,23,,,,,,
11418,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,bscs,bd,g,5,1,52,42,,,,,,
11419,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,bscs,bes,g,5,2,59,8,,,,,,
11420,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,bes,ax,g,5,3,19,11,,,,,,
11421,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,ax,bes,g,5,3,19,11,,,,,,
11422,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,bes,ax,g,5,3,37,84,,,,,,
11423,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,ax,bes,g,5,3,37,21,,,,,,
11424,CH02_2019-09-02_04_56_26__05_04_49,2,2019,9,2,500,ax,bes,g,5,4,11,50,,,,,,
11425,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,bscs,bes,g,5,5,58,29,,,,,,
11426,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,bes,bscs,g,5,5,58,29,,,,,,
11427,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,bscs,bes,g,5,6,37,56,,,,,,
11428,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,bes,bscs,g,5,6,37,56,,,,,,
11429,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,bscs,adld,g,5,9,17,54,,,,,,
11430,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,adld,bscs,g,5,9,17,54,,,,,,
11431,CH02_2019-09-02_05_04_49__05_13_11,2,2019,9,2,500,adld,addldd,m,5,10,41,9,,,,,,
11432,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bscs,uri,g,5,13,55,7,,,,,,
11433,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bd,uri,g,5,14,46,14,,,,,,
11434,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bd,uri,g,5,15,28,23,,,,,,
11435,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bd,bes,g,5,15,53,6,,,,,,
11436,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bes,bd,g,5,15,53,6,,,,,,
11437,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bd,uri,g,5,16,9,36,,,,,,
11438,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bd,uri,g,5,16,57,32,,,,,,
11439,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bd,bes,g,5,20,39,10,,,,,,
11440,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bes,bd,g,5,20,39,10,,,,,,
11441,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,cww,bes,g,5,21,2,14,,,,,,
11442,CH02_2019-09-02_05_13_11__05_21_33,2,2019,9,2,500,bes,cww,g,5,21,2,20,,,,,,
11443,CH02_2019-09-02_18_59_59__19_07_34,2,2019,9,2,1900,bdlx,cnone,g,19,2,38,90,,,,,,
11444,CH02_2019-09-02_18_59_59__19_07_34,2,2019,9,2,1900,cnone,bdlx,g,19,2,38,90,,,,,,
11445,CH02_2019-09-02_18_59_59__19_07_34,2,2019,9,2,1900,bdlx,bey,g,19,5,52,128,,,,,,
11446,CH02_2019-09-02_18_59_59__19_07_34,2,2019,9,2,1900,bey,bdlx,g,19,5,52,116,,,,,,
11447,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bdlx,bey,g,19,8,5,38,,,,,,
11448,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bey,bdlx,g,19,8,18,25,,,,,,
11449,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bdlx,bey,g,19,9,18,11,,,,,,
11450,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bey,bdlx,g,19,9,18,39,,,,,,
11451,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,cnone,bd,g,19,10,10,44,,,,,,
11452,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bd,cnone,g,19,10,10,44,,,,,,
11453,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,cnone,bd,g,19,11,0,23,,,,,,
11454,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bd,cnone,g,19,11,0,23,,,,,,
11455,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,clw,bs,g,19,14,33,35,,,,,,
11456,CH02_2019-09-02_19_07_34__19_15_57,2,2019,9,2,1900,bs,clw,g,19,14,33,30,,,,,,
11457,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,ax,addldd,g,19,16,23,11,,,,,,
11458,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,addldd,ax,g,19,16,23,11,,,,,,
11459,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,bscs,clw,g,19,18,17,17,,,,,,
11460,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,clw,bscs,g,19,18,17,17,,,,,,
11461,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,cnone,adldd,g,19,20,33,22,,,,,,
11462,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,adldd,cnone,g,19,20,33,22,,,,,,
11463,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,cnone,adldd,g,19,21,2,27,,,,,,
11464,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,adldd,cnone,g,19,21,2,27,,,,,,
11465,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,cnone,adldd,g,19,21,37,18,,,,,,
11466,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,adldd,cnone,g,19,21,37,18,,,,,,
11467,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,ald,aldd,g,19,22,25,12,,,,,,
11468,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,aldd,ald,g,19,22,25,12,,,,,,
11469,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,ald,aldd,g,19,22,46,71,,,,,,
11470,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,aldd,ald,g,19,22,46,71,,,,,,
11471,CH02_2019-09-02_19_15_57__19_24_19,2,2019,9,2,1900,aldd,ald,m,19,24,13,57,,,,,,
11472,CH02_2019-09-02_19_24_19__19_32_41,2,2019,9,2,1900,ald,aldd,g,19,25,16,97,,,,,,
11473,CH02_2019-09-02_19_24_19__19_32_41,2,2019,9,2,1900,aldd,ald,g,19,25,16,97,,,,,,
11474,CH02_2019-09-02_19_24_19__19_32_41,2,2019,9,2,1900,clw,bes,g,19,31,22,83,,,,,,
11475,CH02_2019-09-02_19_24_19__19_32_41,2,2019,9,2,1900,bes,clw,g,19,31,22,83,,,,,,
11476,CH02_2019-09-02_19_32_41__19_41_04,2,2019,9,2,1900,adldd,clw,g,19,34,17,13,,,,,,
11477,CH02_2019-09-02_19_32_41__19_41_04,2,2019,9,2,1900,clw,adldd,g,19,34,17,13,,,,,,
11478,CH02_2019-09-02_19_32_41__19_41_04,2,2019,9,2,1900,clw,cnone,g,19,34,50,18,,,,,,
11479,CH02_2019-09-02_19_32_41__19_41_04,2,2019,9,2,1900,cnone,clw,g,19,34,50,18,,,,,,
11480,CH02_2019-09-02_19_32_41__19_41_04,2,2019,9,2,1900,cldw,clw,g,19,35,28,412,,,,,,
11481,CH02_2019-09-02_19_32_41__19_41_04,2,2019,9,2,1900,clw,cldw,g,19,35,28,412,,,,,,
11482,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,cnone,cldw,g,19,44,26,26,,,,,,
11483,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,cldw,cnone,g,19,44,26,21,,,,,,
11484,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bd,uri,g,19,45,23,21,,,,,,
11485,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bd,uri,g,19,45,50,90,,,,,,
11486,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bs,bd,g,19,45,52,13,,,,,,
11487,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,ald,aldd,g,19,45,53,42,,,,,,
11488,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,aldd,ald,g,19,45,53,42,,,,,,
11489,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,ald,aldd,g,19,46,43,68,,,,,,
11490,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,aldd,ald,g,19,46,43,68,,,,,,
11491,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bd,uri,g,19,47,27,13,,,,,,
11492,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bd,cfd,g,19,47,41,7,,,,,,
11493,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,cfd,bd,g,19,47,41,7,,,,,,
11494,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bd,uri,g,19,48,0,22,,,,,,
11495,CH02_2019-09-02_19_41_04__19_49_26,2,2019,9,2,1900,bd,uri,g,19,48,45,58,,,,,,
11496,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bs,bd,g,19,51,15,45,,,,,,
11497,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bd,bs,g,19,51,15,45,,,,,,
11498,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,cfd,bxdlx,g,19,52,8,412,,,,,,
11499,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bxdlx,cfd,g,19,52,8,412,,,,,,
11500,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,cldw,adldd,g,19,52,15,15,,,,,,
11501,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,adldd,cldw,g,19,52,15,73,,,,,,
11502,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,cldw,adldd,g,19,52,36,52,,,,,,
11503,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bs,cnone,g,19,52,50,44,,,,,,
11504,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,cnone,bs,g,19,52,50,36,,,,,,
11505,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bs,cldw,g,19,53,40,328,,,,,,
11506,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,cldw,bs,g,19,53,40,328,,,,,,
11507,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bd,bey,g,19,54,49,9,,,,,,
11508,CH02_2019-09-02_19_49_26__19_57_48,2,2019,9,2,1900,bey,bd,g,19,54,49,9,,,,,,
11509,CH02_2019-09-03_18_59_59__19_03_20,2,2019,9,3,1900,bxx,adld,g,19,0,30,9,,,,,,
11510,CH02_2019-09-03_18_59_59__19_03_20,2,2019,9,3,1900,bdlx,bs,g,19,0,39,21,,,,,,
